,city,state,latitude,longitude ,date,time
93,perryville,mo,37.7241667,-89.8611111,2000-10-10,03:00
94,boynton beach,fl,26.5250000,-80.0666667,2000-10-10,06:15
95,victoria (canada),bc,46.216667,-63.483333,2000-10-10,07:30
96,jueanu,wi,43.40555,-88.705104,2000-10-10,16:00
97,valley park area of st. louis,mo,38.627003,-90.199404,2000-10-10,20:20
98,brinktown,mo,38.1266667,-92.0844444,2000-10-10,20:30
99,florence,ky,38.9988889,-84.6266667,2000-10-10,21:30
100,seattle (west),wa,47.6063889,-122.3308333,2000-10-10,21:30
101,port orchard,wa,47.5405556,-122.635,2000-10-10,22:00
102,rockwell city,ia,42.3952778,-94.6336111,2001-10-10,03:00
103,sydney (nsw&#44 australia),,-33.861481,151.205475,2001-10-10,04:33
104,vancouver (canada),bc,49.25,-123.133333,2001-10-10,20:10
105,hayward,ca,37.6688889,-122.0797222,2001-10-10,20:35
106,ottumwa,ia,41.0041667,-92.3736111,2001-10-10,21:15
107,fresno,ca,36.7477778,-119.7713889,2001-10-10,21:30
108,phoenix,az,33.4483333,-112.0733333,2001-10-10,22:00
109,virginia beach,va,36.8527778,-75.9783333,2001-10-10,23:00
110,hayward,wi,46.0130556,-91.4844444,2002-10-10,00:01
111,philomath,or,44.5402778,-123.3663889,2002-10-10,02:00
112,adelaide (pt. wakefield) (south australia),,-34.928661,138.598633,2002-10-10,04:00
113,seattle,wa,47.6063889,-122.3308333,2002-10-10,06:00
114,victoria (canada),bc,46.216667,-63.483333,2002-10-10,19:45
115,cincinnati,oh,39.1619444,-84.4569444,2002-10-10,20:30
116,portland,or,45.5236111,-122.675,2002-10-10,21:00
117,new buffulo,mi,41.79393,-86.743915,2003-10-10,09:00
118,alhambra,ca,34.0952778,-118.1261111,2003-10-10,12:00
119,indianapolis,in,39.7683333,-86.1580556,2003-10-10,18:00
120,centreville,va,38.8402778,-77.4291667,2003-10-10,19:15
121,grand view,id,42.9897222,-116.0925,2003-10-10,20:05
122,temperance,mi,41.7791667,-83.5688889,2003-10-10,20:25
123,crescent beach,sc,33.8075000,-78.7011111,2003-10-10,21:10
124,albuquerque,nm,35.0844444,-106.6505556,2003-10-10,22:00
125,bickerton (near wetherby) (uk/england),,53.070884,-2.736506,2003-10-10,23:00
126,gleason,wi,45.3088889,-89.4963889,2003-10-10,23:25
127,mahwah,nj,41.0886111,-74.1441667,2004-10-10,02:50
128,worthington st. forest,nj,40.058324,-74.405661,2004-10-10,03:30
129,portage la prairie (canada),mb,49.966667,-98.3,2004-10-10,03:50
130,terre haute,in,39.4666667,-87.4138889,2004-10-10,04:18
131,indianapolis,in,39.7683333,-86.1580556,2004-10-10,08:30
132,nobel (canada),on,45.416667,-80.1,2004-10-10,09:45
133,morgantown,wv,39.6294444,-79.9561111,2004-10-10,14:00
134,berkeley,ca,37.8716667,-122.2716667,2004-10-10,15:00
135,rock island,il,41.5094444,-90.5786111,2004-10-10,15:00
136,kedainiai (lithuania),,55.288131,23.957728,2004-10-10,15:20
137,chateauqua,ny,42.209774,-79.466844,2004-10-10,19:00
138,ripley,ny,42.2669444,-79.7108333,2004-10-10,19:00
139,faribault,mn,44.2950000,-93.2686111,2004-10-10,21:00
140,mansfield,oh,40.7583333,-82.5155556,2004-10-10,21:00
141,columbia,mo,38.9516667,-92.3338889,2004-10-10,22:00
142,gleason,wi,45.3088889,-89.4963889,2004-10-10,23:30
143,seattle,wa,47.6063889,-122.3308333,2005-10-10,07:40
144,apache junction,az,33.4150000,-111.5488889,2005-10-10,09:00
145,north miami beach,fl,25.9327778,-80.1627778,2005-10-10,09:30
146,los angeles,ca,34.0522222,-118.2427778,2005-10-10,14:45
147,loretto,pa,40.5030556,-78.6305556,2005-10-10,20:00
148,newtown (uk/wales),,52.516667,-3.3,2005-10-10,20:00
149,lewisburg,tn,35.4491667,-86.7888889,2005-10-10,21:00
150,north miami beach,fl,25.9327778,-80.1627778,2005-10-10,21:30
151,east wenatchee,wa,47.4158333,-120.2919444,2005-10-10,22:08
152,hendersonville,nc,35.3186111,-82.4611111,2005-10-10,23:00
153,brainerd,mn,46.3580556,-94.2005556,2005-10-10,23:07
154,pennington,tx,31.1911111,-95.2352778,2006-10-10,01:00
155,san francisco,ca,37.7750000,-122.4183333,2006-10-10,05:00
156,blairsville,ga,34.8761111,-83.9583333,2006-10-10,12:37
157,savannah,tn,35.2247222,-88.2491667,2006-10-10,16:00
158,waynesboro,va,38.0683333,-78.8897222,2006-10-10,16:00
159,unsure,ar,35.20105,-91.831833,2006-10-10,19:00
160,bray,ok,34.6377778,-97.8172222,2006-10-10,20:00
161,plymouth (devonshire) (uk/england),,50.396389,-4.138611,2006-10-10,21:47
162,waycross,ga,31.2133333,-82.3541667,2006-10-10,22:40
163,wolfforth,tx,33.5058333,-102.0086111,2006-10-10,22:50
164,lyndhurst,oh,41.5200000,-81.4888889,2006-10-10,23:00
165,lebanon,or,44.5366667,-122.9058333,2007-10-10,01:00
166,stockbridge,ga,33.5441667,-84.2338889,2007-10-10,01:00
167,denver,co,39.7391667,-104.9841667,2007-10-10,04:00
168,jacksonville,fl,30.3319444,-81.6558333,2007-10-10,04:30
169,indio,ca,33.7205556,-116.2147222,2007-10-10,06:00
170,owego,ny,42.1033333,-76.2625,2007-10-10,13:00
171,downingtown,pa,40.0063889,-75.7036111,2007-10-10,18:33
172,austin,tx,30.2669444,-97.7427778,2007-10-10,19:00
173,starrsville (covington),ga,33.5394444,-83.8194444,2007-10-10,20:10
174,west palm beach florida,fl,26.705621,-80.03643,2007-10-10,20:24
175,conyers,ga,33.6675000,-84.0177778,2007-10-10,20:30
176,vero beach,fl,27.6383333,-80.3975,2007-10-10,20:55
177,jensen beach,fl,27.2541667,-80.23,2007-10-10,21:00
178,houston,tx,29.7630556,-95.3630556,2007-10-10,21:43
179,duluth,mn,46.7833333,-92.1063889,2007-10-10,22:00
180,fleming,co,40.6800000,-102.8388889,2007-10-10,22:00
181,grove city,pa,41.1577778,-80.0888889,2007-10-10,22:00
182,van alstyne,tx,33.4213889,-96.5769444,2007-10-10,22:00
183,northglenn,co,39.8855556,-104.9866667,2007-10-10,23:05
184,stord (norway),,59.900209,5.282347,2007-10-10,23:20
185,london (canada),on,42.983333,-81.25,2008-10-10,02:00
186,north branch,mn,45.5113889,-92.98,2008-10-10,02:00
187,slingerlands,ny,42.6291667,-73.865,2008-10-10,02:00
188,carlin,nv,40.7138889,-116.1030556,2008-10-10,04:00
189,evansville,in,37.9747222,-87.5558333,2008-10-10,04:50
190,albany,ny,42.6525000,-73.7566667,2008-10-10,06:00
191,fremont,ca,37.5483333,-121.9875,2008-10-10,10:22
192,yuma,az,32.7252778,-114.6236111,2008-10-10,18:00
193,south bend,in,41.6833333,-86.25,2008-10-10,19:00
194,la crescent,mn,43.8280556,-91.3038889,2008-10-10,20:00
195,moon township,pa,40.516977,-80.221348,2008-10-10,20:00
196,philadelphia,pa,39.9522222,-75.1641667,2008-10-10,20:00
197,seattle,wa,47.6063889,-122.3308333,2008-10-10,20:00
198,pueblo,co,38.2544444,-104.6086111,2008-10-10,20:40
199,cincinnati,oh,39.1619444,-84.4569444,2008-10-10,21:30
200,san diego,ca,32.7152778,-117.1563889,2008-10-10,22:00
201,madison,wi,43.0730556,-89.4011111,2008-10-10,22:30
202,coldwater,oh,40.4797222,-84.6283333,2008-10-10,23:15
203,crested butte,co,38.8697222,-106.9872222,2009-10-10,12:00
204,tulsa,ok,36.1538889,-95.9925,2009-10-10,12:42
205,eagar,az,34.1111111,-109.2908333,2009-10-10,16:24
206,suffolk,va,36.7280556,-76.5838889,2009-10-10,19:30
207,anaheim,ca,33.8352778,-117.9136111,2009-10-10,20:30
208,wilmington,nc,34.2255556,-77.945,2009-10-10,20:45
209,leesburg,va,39.1155556,-77.5638889,2009-10-10,21:00
210,michigan city,in,41.7075000,-86.895,2009-10-10,23:00
211,cupertino,ca,37.3230556,-122.0311111,2009-10-10,23:23
212,orchard park,ny,42.7675000,-78.7441667,2010-10-10,01:00
213,harrisburg,pa,40.2736111,-76.8847222,2010-10-10,02:30
214,euclid,oh,41.5930556,-81.5269444,2010-10-10,03:00
215,starr,sc,34.3769444,-82.6958333,2010-10-10,08:30
216,greenwich,ct,41.0263889,-73.6288889,2010-10-10,12:00
217,north charleston,sc,32.8544444,-79.975,2010-10-10,13:00
218,san francisco airport,ca,37.615223,-122.389979,2010-10-10,15:00
219,springfield,va,38.7891667,-77.1875,2010-10-10,16:30
220,bridgeport,ct,41.1669444,-73.2052778,2010-10-10,17:10
221,clackamas,or,45.4077778,-122.5691667,2010-10-10,18:30
222,san angelo,tx,31.4636111,-100.4366667,2010-10-10,20:00
223,windsor,ct,41.8525000,-72.6441667,2010-10-10,20:20
224,sterling,il,41.7886111,-89.6961111,2010-10-10,20:45
225,everett,wa,47.9791667,-122.2008333,2010-10-10,21:00
226,kykotsmovi,az,35.8752778,-110.6197222,2010-10-10,21:00
227,albany,ny,42.6525000,-73.7566667,2010-10-10,21:30
228,garden grove,ca,33.7738889,-117.9405556,2010-10-10,22:30
229,miami,fl,25.7738889,-80.1938889,2010-10-10,23:00
230,troy,ny,42.7283333,-73.6922222,2011-10-10,00:00
231,farmington,nm,36.7280556,-108.2180556,2011-10-10,01:00
232,prescott valley,az,34.6100000,-112.315,2011-10-10,02:00
233,ashville,ny,42.0963889,-79.3758333,2011-10-10,10:30
234,epsom (surrey) (uk/england),,51.316667,-0.266667,2011-10-10,14:00
235,north kingstown,ri,41.5500000,-71.4666667,2011-10-10,14:30
236,groton,ct,41.3500000,-72.0788889,2011-10-10,15:00
237,peabody-saugus,ma,42.468164,-71.014118,2011-10-10,18:15
238,mechanicsville,va,37.6086111,-77.3736111,2011-10-10,19:00
239,murfeesboro/smyrna,tn,35.947474,-86.488367,2011-10-10,19:30
240,hamilton (canada),on,43.25,-79.833333,2011-10-10,20:00
241,middletown,ct,41.5622222,-72.6511111,2011-10-10,20:00
242,lakewood,oh,41.4819444,-81.7983333,2011-10-10,21:00
243,york,pa,39.9625000,-76.7280556,2011-10-10,21:00
244,north platte,ne,41.1238889,-100.765,2011-10-10,21:55
245,waynesville,oh,39.5297222,-84.0866667,2011-10-10,23:00
246,bridgeport,ct,41.1669444,-73.2052778,2012-10-10,10:15
247,san francisco airport,ca,37.615223,-122.389979,2012-10-10,15:00
248,san diego,ca,32.7152778,-117.1563889,2012-10-10,18:56
249,sterling heights,mi,42.5802778,-83.0302778,2012-10-10,19:09
250,syracuse,ny,43.0480556,-76.1477778,2012-10-10,19:40
251,syracuse,ny,43.0480556,-76.1477778,2012-10-10,19:45
252,colorado springs,co,38.8338889,-104.8208333,2012-10-10,20:00
253,moundville,al,32.9975000,-87.63,2012-10-10,20:00
254,new york city (bronx),ny,40.7141667,-74.0063889,2012-10-10,20:15
255,mount albert (canada),on,44.136076,-79.308339,2012-10-10,20:17
256,las cruces,nm,32.3122222,-106.7777778,2012-10-10,20:30
257,marion,il,37.7305556,-88.9330556,2012-10-10,20:30
258,san jose,ca,37.3394444,-121.8938889,2012-10-10,20:30
259,phoenix,az,33.4483333,-112.0733333,2012-10-10,20:45
260,yakima,wa,46.6022222,-120.5047222,2012-10-10,20:48
261,austin,tx,30.2669444,-97.7427778,2012-10-10,21:00
262,bean station,tn,36.3436111,-83.2841667,2012-10-10,21:00
263,rochester,wa,46.8219444,-123.095,2012-10-10,21:00
264,suffern,ny,41.1147222,-74.15,2012-10-10,23:01
265,rancho mirage,ca,33.7397222,-116.4119444,2012-10-10,23:20
266,clifton,nj,40.858433,-74.163755,2013-10-10,00:00
267,palm harbor,fl,28.0777778,-82.7638889,2013-10-10,02:32
268,aurburn,ky,36.864209,-86.710273,2013-10-10,05:00
269,st. louis county,mo,38.6272222,-90.1977778,2013-10-10,17:00
270,ottawa (canada),on,45.416667,-75.7,2013-10-10,17:10
271,rittman,oh,40.9780556,-81.7822222,2013-10-10,19:00
272,harvey station (canada),nb,45.716667,-67.0,2013-10-10,19:15
273,essex junction,vt,44.4905556,-73.1113889,2013-10-10,19:20
274,kenner,la,29.9938889,-90.2416667,2013-10-10,19:20
275,drexel,oh,39.7463889,-84.2866667,2013-10-10,20:00
276,hudson,nh,42.7647222,-71.4402778,2013-10-10,20:00
277,grand blanc,mi,42.9275000,-83.63,2013-10-10,20:30
278,savage,mn,44.7791667,-93.3361111,2013-10-10,20:30
279,warren,mi,42.4775000,-83.0277778,2013-10-10,20:32
280,canton,mi,42.3086111,-83.4822222,2013-10-10,20:35
281,lost creek,wv,39.1611111,-80.3522222,2013-10-10,21:17
282,hudson,nh,42.7647222,-71.4402778,2013-10-10,21:30
321,london (uk/england),,51.514125,-0.093689,2000-10-11,19:30
322,watertown,ny,43.9747222,-75.9111111,2000-10-11,20:00
323,elverta,ca,38.7138889,-121.4616667,2000-10-11,22:00
324,dolgellau (uk/wales),,52.75,-3.883333,2000-10-11,22:09
325,whittier,ca,33.9791667,-118.0319444,2000-10-11,23:30
326,somerset,wi,45.1244444,-92.6733333,2001-10-11,01:00
327,fairbanks,ak,64.8377778,-147.7163889,2001-10-11,02:15
328,denver,co,39.7391667,-104.9841667,2001-10-11,05:15
329,columbia,ms,31.2516667,-89.8375,2001-10-11,08:15
330,grass valley,ca,39.2191667,-121.06,2001-10-11,20:35
331,lima,oh,40.7425000,-84.1052778,2001-10-11,23:49
332,springfield,mo,37.2152778,-93.2980556,2002-10-11,06:17
333,reno,nv,39.5297222,-119.8127778,2002-10-11,13:25
334,randolph,ma,42.1625000,-71.0416667,2002-10-11,16:15
335,dallas,tx,32.7833333,-96.8,2002-10-11,20:36
336,san diego,ca,32.7152778,-117.1563889,2003-10-11,00:00
337,austin,mn,43.6666667,-92.9744444,2003-10-11,00:20
338,new york city (manhattan),ny,40.7141667,-74.0063889,2003-10-11,01:29
339,truckee,ca,39.3280556,-120.1822222,2003-10-11,03:00
340,fort knox,ky,37.916104,-85.956247,2003-10-11,07:00
341,newaygo,mi,43.4197222,-85.8,2003-10-11,11:32
342,nebraska (above?&#44 or above south dakota),ne,41.492537,-99.901813,2003-10-11,13:00
343,placerville,ca,38.7297222,-120.7975,2003-10-11,19:05
344,frederick,co,40.0991667,-104.9366667,2003-10-11,20:00
345,bloomington,in,39.1652778,-86.5263889,2003-10-11,20:30
346,independence,mo,39.0911111,-94.4152778,2003-10-11,22:40
347,honolulu,hi,21.3069444,-157.8583333,2004-10-11,01:00
348,los angeles,ca,34.0522222,-118.2427778,2004-10-11,02:37
349,dallas,or,44.9194444,-123.3158333,2004-10-11,03:40
350,pitman,nj,39.7327778,-75.1319444,2004-10-11,04:15
351,san jose,ca,37.3394444,-121.8938889,2004-10-11,05:00
352,nuevo laredo (mexico),,27.477936,-99.549573,2004-10-11,10:00
353,salinas,ca,36.6777778,-121.6544444,2004-10-11,11:00
354,arroyo grande,ca,35.1186111,-120.5897222,2004-10-11,14:00
355,fresno,ca,36.7477778,-119.7713889,2004-10-11,18:00
356,strongsvilles,oh,41.314497,-81.83569,2004-10-11,19:00
357,laredo,tx,27.5061111,-99.5072222,2004-10-11,22:29
358,lake worth,fl,26.6155556,-80.0572222,2004-10-11,23:00
359,williamsville,ny,42.9638889,-78.7380556,2004-10-11,23:15
360,cannock (uk/england),,52.683333,-2.016667,2005-10-11,00:00
361,holiday,fl,28.1875000,-82.7397222,2005-10-11,00:00
362,eagan,mn,44.8041667,-93.1666667,2005-10-11,03:00
363,siloam sprngs,ar,36.188137,-94.540496,2005-10-11,03:20
364,canyonlands np,ut,39.32098,-111.093731,2005-10-11,16:00
365,lake point,ut,40.6808333,-112.2622222,2005-10-11,16:36
366,pearl harbor,hi,21.344507,-157.974891,2005-10-11,18:33
367,peoria,az,33.5805556,-112.2366667,2005-10-11,18:45
368,buckeye,az,33.3702778,-112.5830556,2005-10-11,19:00
369,casa grande,az,32.8794444,-111.7566667,2005-10-11,19:00
370,tempe,az,33.4147222,-111.9086111,2005-10-11,19:30
371,mobile,al,30.6941667,-88.0430556,2005-10-11,19:45
372,little ferry,nj,40.8527778,-74.0425,2005-10-11,21:00
373,wall lake,ia,42.2711111,-95.0927778,2005-10-11,21:00
374,rotherham (south yorkshire) (uk/england),,53.433333,-1.35,2005-10-11,21:50
375,nashville,tn,36.1658333,-86.7844444,2006-10-11,01:25
376,calumet city,in,41.615591,-87.529487,2006-10-11,02:00
377,york,me,43.161748,-70.648258,2006-10-11,05:40
378,littlerock,ar,34.746481,-92.289595,2006-10-11,09:00
379,lynnwood,wa,47.8211111,-122.3138889,2006-10-11,11:29
380,monterey park,ca,34.0625000,-118.1219444,2006-10-11,19:00
381,two harbors,mn,47.0227778,-91.6705556,2006-10-11,19:30
382,pensacola,fl,30.4211111,-87.2169444,2006-10-11,20:45
383,milton,fl,30.6322222,-87.0397222,2006-10-11,21:00
384,kidlington (uk/england),,51.816667,-1.283333,2006-10-11,21:20
385,la crescenta,ca,34.2241667,-118.2391667,2006-10-11,21:32
386,enid,ok,36.3955556,-97.8780556,2006-10-11,22:00
387,pampa,tx,35.5361111,-100.9594444,2006-10-11,23:00
388,rome,ny,43.2127778,-75.4561111,2006-10-11,24:00
389,melbourne,ky,39.0297222,-84.3663889,2007-10-11,04:40
390,carlton,or,45.2944444,-123.1752778,2007-10-11,10:10
391,clackamas,or,45.4077778,-122.5691667,2007-10-11,16:00
392,brassall (australia),,-27.597553,152.7455,2007-10-11,19:28
393,seattle,wa,47.6063889,-122.3308333,2007-10-11,19:50
394,tega cay,sc,35.0241667,-81.0280556,2007-10-11,20:15
395,gulf shores,al,30.2458333,-87.7008333,2007-10-11,20:30
396,london (uk/england),,51.514125,-0.093689,2007-10-11,23:00
397,klagenfurt (austria),,46.62794,14.30899,2008-10-11,00:00
398,brownsville,tx,25.9013889,-97.4972222,2008-10-11,04:30
399,concord,ca,37.9780556,-122.03,2008-10-11,06:00
400,salisbury,nc,35.6708333,-80.4744444,2008-10-11,13:00
401,bellmere (australia),,-27.088079,152.928057,2008-10-11,17:30
402,bridgeport,ct,41.1669444,-73.2052778,2008-10-11,19:00
403,dover,md,39.5122222,-76.7697222,2008-10-11,19:00
404,riverside,ca,33.9533333,-117.3952778,2008-10-11,19:00
405,naples,fl,26.1416667,-81.795,2008-10-11,19:30
406,centerville,tx,31.2577778,-95.9780556,2008-10-11,20:30
407,villa park/lombard,il,41.885738,-87.969213,2008-10-11,20:30
408,albuquerque,nm,35.0844444,-106.6505556,2008-10-11,22:20
409,los angeles,ca,34.0522222,-118.2427778,2008-10-11,22:30
410,sedro woolley,wa,48.50389,-122.23611,2009-10-11,00:00
411,deer park,ny,40.7616667,-73.3297222,2009-10-11,02:45
412,crisfield,md,37.9833333,-75.8541667,2009-10-11,04:00
413,st. john&#39s (canada),nf,47.55,-52.666667,2009-10-11,04:45
414,plymouth,mi,42.3713889,-83.4702778,2009-10-11,09:45
415,glendale,az,33.5386111,-112.1852778,2009-10-11,12:30
416,louisville,ky,38.2541667,-85.7594444,2009-10-11,18:00
417,west palm beach,fl,26.7052778,-80.0366667,2009-10-11,18:05
418,north smithfield,ri,41.9666667,-71.55,2009-10-11,19:00
419,putnamville,in,39.5741667,-86.8652778,2009-10-11,19:50
420,madison,wi,43.0730556,-89.4011111,2009-10-11,21:55
421,redondo beach,ca,33.8491667,-118.3875,2010-10-11,00:30
422,moxee,wa,46.553733,-120.383162,2010-10-11,04:00
423,albany,ny,42.6525000,-73.7566667,2010-10-11,04:50
424,west palm beach,fl,26.7052778,-80.0366667,2010-10-11,06:20
425,orangevale,ca,38.6786111,-121.2247222,2010-10-11,12:30
426,cottage grove,mn,44.8277778,-92.9436111,2010-10-11,19:40
427,glendora,ca,34.1361111,-117.8644444,2010-10-11,20:50
428,ramona,ca,33.0416667,-116.8672222,2010-10-11,20:53
429,union city,ca,37.5958333,-122.0180556,2010-10-11,21:35
430,clinton township,mi,42.586888,-82.919551,2010-10-11,23:20
431,omaha,il,37.8902778,-88.3030556,2011-10-11,03:15
432,henderson,nv,36.0397222,-114.9811111,2011-10-11,08:40
433,cedar city,ut,37.6775000,-113.0611111,2011-10-11,15:00
434,des moines,ia,41.6005556,-93.6088889,2011-10-11,19:40
435,new bedford,ma,41.6361111,-70.9347222,2011-10-11,19:42
436,monroe,ct,41.3325000,-73.2077778,2011-10-11,21:00
437,holden beach,nc,33.9133333,-78.3041667,2011-10-11,21:10
438,harrodsburg,ky,37.7622222,-84.8433333,2011-10-11,23:23
439,worcester,ma,42.2625000,-71.8027778,2012-10-11,01:00
440,watchung (was my perspective),nj,40.6377778,-74.4513889,2012-10-11,02:45
441,tewksbury,ma,42.6105556,-71.2347222,2012-10-11,04:00
442,bablyon,ny,40.695655,-73.325675,2012-10-11,07:00
443,angola,in,41.6347222,-84.9994444,2012-10-11,08:00
444,arbutus,md,39.2544444,-76.7002778,2012-10-11,19:30
445,forty fort,pa,41.2788889,-75.8786111,2012-10-11,19:30
446,saratoga springs,ny,43.0830556,-73.785,2012-10-11,19:45
447,nanticoke,pa,41.2052778,-76.0052778,2012-10-11,20:00
448,las cruces,nm,32.3122222,-106.7777778,2012-10-11,20:30
449,ravensdale,wa,47.3525000,-121.9825,2012-10-11,20:42
450,levittown,pa,40.1550000,-74.8291667,2012-10-11,21:00
451,phoenix,az,33.4483333,-112.0733333,2012-10-11,21:01
452,blue island,il,41.6572222,-87.68,2012-10-11,22:15
453,saginaw,mi,43.4194444,-83.9508333,2013-10-11,01:00
454,hamilton (canada),on,43.25,-79.833333,2013-10-11,03:00
455,ankeny,ia,41.7297222,-93.6055556,2013-10-11,06:13
456,palm beach gardens,fl,26.8230556,-80.1388889,2013-10-11,09:05
457,pickering (canada),on,43.866667,-79.033333,2013-10-11,16:01
458,kalamazoo,mi,42.2916667,-85.5872222,2013-10-11,16:35
459,lawrence,ks,38.9716667,-95.235,2013-10-11,19:00
460,north cincinnati,oh,39.103118,-84.51202,2013-10-11,19:20
461,essex junction,vt,44.4905556,-73.1113889,2013-10-11,19:50
462,cincinnati,oh,39.1619444,-84.4569444,2013-10-11,20:00
463,cincinnati,oh,39.1619444,-84.4569444,2013-10-11,20:00
464,naples,fl,26.1416667,-81.795,2013-10-11,20:00
465,bonaie,ga,32.543889,-83.596111,2013-10-11,20:15
466,cincinnati,oh,39.1619444,-84.4569444,2013-10-11,20:15
467,union,ky,38.9458333,-84.6805556,2013-10-11,20:15
468,hubbardston,ma,42.4736111,-72.0066667,2013-10-11,20:20
469,covington,ga,33.5966667,-83.8602778,2013-10-11,20:45
470,drexel,oh,39.7463889,-84.2866667,2013-10-11,21:00
471,fayetteville,ny,43.0297222,-76.0047222,2013-10-11,21:00
472,jupiter,fl,26.9338889,-80.0944444,2013-10-11,22:00
473,melbourne,fl,28.0833333,-80.6083333,2013-10-11,22:00
474,dresser,wi,45.3561111,-92.6333333,2013-10-11,22:08
475,lombard,il,41.8800000,-88.0077778,2013-10-11,22:10
476,windsor (canada),on,45.583333,-72.0,2013-10-11,22:18
477,north canton,oh,40.8758333,-81.4025,2013-10-11,23:00
478,pinckney,mi,42.4566667,-83.9463889,2013-10-11,23:15
668,vaughn,wa,47.3444444,-122.7619444,2000-10-01,01:00
669,sturgis,mi,41.7991667,-85.4191667,2000-10-01,01:30
670,markham (canada),on,43.866667,-79.266667,2000-10-01,09:00
671,yangtzee river (china),,31.84694,120.872862,2000-10-01,13:00
672,madera,ca,36.9613889,-120.0597222,2000-10-01,14:00
673,stockton,ca,37.9577778,-121.2897222,2000-10-01,18:00
674,chandler,az,33.3061111,-111.8405556,2000-10-01,19:40
675,belmont,ca,37.5202778,-122.2747222,2000-10-01,20:00
676,prineville,or,44.3000000,-120.8333333,2000-10-01,20:00
677,tillicoultry (central scotland) (uk/scotland),,56.15,-3.75,2000-10-01,20:00
678,wheaton,md,39.0397222,-77.0555556,2000-10-01,20:00
679,orange park,fl,30.1658333,-81.7066667,2000-10-01,21:00
680,colorado springs,co,38.8338889,-104.8208333,2000-10-01,21:30
681,maryville,mo,40.3461111,-94.8722222,2000-10-01,21:30
682,healesville. victoria (australia),,-37.653829,145.517006,2000-10-01,22:00
683,jackson,tn,35.6144444,-88.8138889,2000-10-01,22:00
684,jones beach,ny,42.9047222,-76.3944444,2000-10-01,23:15
685,seattle,wa,47.6063889,-122.3308333,2001-10-01,01:05
686,kansas city,mo,39.0997222,-94.5783333,2001-10-01,19:00
687,houghton lake,mi,44.3147222,-84.7647222,2001-10-01,20:30
688,greene,me,44.1897222,-70.1408333,2001-10-01,20:35
689,interstate 5 or tributary between vasilia and sacrammento,ca,36.778261,-119.417932,2001-10-01,21:00
690,lafayette,ny,42.8922222,-76.1055556,2001-10-01,21:00
691,lynden,wa,48.9466667,-122.4508333,2001-10-01,22:00
692,albany,ny,42.6525000,-73.7566667,2001-10-01,22:30
693,chulucanas-piura la vieja (peru),,-5.129547,-80.120569,2001-10-01,24:00
694,courtland,va,36.7161111,-77.0683333,2002-10-01,00:30
695,hong kong,,22.396428,114.109497,2002-10-01,00:30
696,oakland,ca,37.8044444,-122.2697222,2002-10-01,03:00
697,everson,wa,48.9202778,-122.3413889,2002-10-01,05:30
698,port townsend,wa,48.1172222,-122.7591667,2002-10-01,05:30
699,snohomish,wa,47.9130556,-122.0969444,2002-10-01,05:30
700,sumner,wa,47.2033333,-122.2391667,2002-10-01,05:30
701,pueblo,co,38.2544444,-104.6086111,2002-10-01,05:35
702,seattle,wa,47.6063889,-122.3308333,2002-10-01,05:35
703,seattle,wa,47.6063889,-122.3308333,2002-10-01,05:42
704,seattle,wa,47.6063889,-122.3308333,2002-10-01,05:43
705,kent,wa,47.3811111,-122.2336111,2002-10-01,05:45
706,lynnwood,wa,47.8211111,-122.3138889,2002-10-01,05:45
707,rainier,wa,46.8883333,-122.6872222,2002-10-01,05:45
708,monroe,wi,42.6011111,-89.6383333,2002-10-01,06:30
709,natrona heights&#44 new kensington,pa,40.616187,-79.72411,2002-10-01,06:30
710,kingston,ny,41.9269444,-73.9977778,2002-10-01,07:30
711,germantown,md,39.1730556,-77.2719444,2002-10-01,09:00
712,karavostasi (greece),,39.337515,20.289964,2002-10-01,13:35
713,winslow,az,35.0241667,-110.6966667,2002-10-01,14:00
714,athol,id,47.9480556,-116.7069444,2002-10-01,15:00
715,grants,nm,35.1472222,-107.8508333,2002-10-01,16:00
716,port hadlock,wa,48.0319444,-122.7569444,2002-10-01,17:56
717,orlando,fl,28.5380556,-81.3794444,2002-10-01,18:00
718,new york city (staten island),ny,40.7141667,-74.0063889,2002-10-01,19:20
719,new york city (staten island),ny,40.7141667,-74.0063889,2002-10-01,19:50
720,castro valley,ca,37.6941667,-122.0852778,2002-10-01,20:30
721,edmonds,wa,47.8108333,-122.3761111,2002-10-01,22:00
722,riverton,ut,40.5219444,-111.9383333,2002-10-01,22:30
723,new york city,ny,40.7141667,-74.0063889,2002-10-01,23:20
724,saco,me,43.5008333,-70.4433333,2003-10-01,00:00
725,redmond,wa,47.6741667,-122.1202778,2003-10-01,00:20
726,peterborough (canada),on,44.3,-78.333333,2003-10-01,02:00
727,long beach (sports arena),ca,33.7669444,-118.1883333,2003-10-01,05:40
728,hartland,mi,42.6566667,-83.7530556,2003-10-01,16:00
729,perry township,oh,40.773662,-81.460856,2003-10-01,18:15
730,san diego,ca,32.7152778,-117.1563889,2003-10-01,20:05
731,bellevue,wa,47.6105556,-122.1994444,2003-10-01,21:00
732,rye,co,37.9236111,-104.9297222,2003-10-01,21:00
733,oologah,ok,36.4469444,-95.7080556,2003-10-01,21:30
734,granville,ma,42.0666667,-72.8619444,2003-10-01,22:00
735,quesnel (canada),bc,52.983333,-122.483333,2003-10-01,22:30
736,slocan park (canada),bc,49.51397,-117.618387,2003-10-01,22:40
